Postcode;Plaatsnaam;Localité;Provincie
9890;GAVERE;GAVERE;Oost-Vlaanderen 
9890;Semmerzake;Semmerzake;Oost-Vlaanderen 
9890;Vurste;Vurste;Oost-Vlaanderen 
9900;EEKLO;EEKLO;Oost-Vlaanderen 
9910;KNESSELARE;KNESSELARE;Oost-Vlaanderen 
9910;Ursel;Ursel;Oost-Vlaanderen 
9920;LOVENDEGEM;LOVENDEGEM;Oost-Vlaanderen 
9921;Vinderhoute;Vinderhoute;Oost-Vlaanderen 
9930;ZOMERGEM;ZOMERGEM;Oost-Vlaanderen 
9931;Oostwinkel;Oostwinkel;Oost-Vlaanderen 
9932;Ronsele;Ronsele;Oost-Vlaanderen 
9940;Ertvelde;Ertvelde;Oost-Vlaanderen 
9940;EVERGEM;EVERGEM;Oost-Vlaanderen 
9940;Kluizen;Kluizen;Oost-Vlaanderen 
9940;Sleidinge;Sleidinge;Oost-Vlaanderen 
9950;WAARSCHOOT;WAARSCHOOT;Oost-Vlaanderen 
9960;ASSENEDE;ASSENEDE;Oost-Vlaanderen 
9961;Boekhoute;Boekhoute;Oost-Vlaanderen 
9968;Bassevelde;Bassevelde;Oost-Vlaanderen 
9968;Oosteeklo;Oosteeklo;Oost-Vlaanderen 
9970;KAPRIJKE;KAPRIJKE;Oost-Vlaanderen 
9971;Lembeke;Lembeke;Oost-Vlaanderen 
9980;SINT-LAUREINS;SINT-LAUREINS;Oost-Vlaanderen 
9981;Sint-Margriete;Sint-Margriete;Oost-Vlaanderen 
9982;Sint-Jan-In-Eremo;Sint-Jan-In-Eremo;Oost-Vlaanderen 
9988;Waterland-Oudeman;Waterland-Oudeman;Oost-Vlaanderen 
9988;Watervliet;Watervliet;Oost-Vlaanderen 
9990;MALDEGEM;MALDEGEM;Oost-Vlaanderen 
9991;Adegem;Adegem;Oost-Vlaanderen 
9992;Middelburg;Middelburg;Oost-Vlaanderen 
